player_name,sample_size,DG_odds,pinnacle_odds,pinnacle_ev
"McIlroy, Rory",150,1807,870,-0.423
"Conners, Corey",150,2239,1925,-0.138
"Fitzpatrick, Matthew",150,2594,1771,-0.274
"Henley, Russell",150,2784,2475,-0.027
"Power, Seamus",150,3583,3343,0.033
"Kim, Si Woo",150,3940,5486,0.087
"Ancer, Abraham",150,3982,3115,-0.303
"Bradley, Keegan",150,4535,2270,-0.316
"Garcia, Sergio",150,4651,3912,-0.068
"Homa, Max",150,4900,4463,-0.139
"Young, Cameron",150,5177,4653,-0.153
"Mitchell, Keith",150,5335,4761,-0.06
"Finau, Tony",150,5410,2294,-0.528
"Casey, Paul",150,5425,3448,-0.29
"Hatton, Tyrrell",150,5774,3286,-0.364
"Ghim, Doug",150,5915,6162,0.037
"Long, Adam",150,5970,6453,0.074
"Dahmen, Joel",150,6331,6021,-0.069
"Woodland, Gary",150,6436,4271,-0.401
"Vegas, Jhonattan",150,6785,5679,-0.116
"Harman, Brian",150,7030,6068,-0.043
"Streelman, Kevin",150,7280,5301,-0.191
"Knox, Russell",150,7363,9547,0.026
"Straka, Sepp",150,7476,6021,-0.254
"NeSmith, Matthew",150,7868,8922,0.017
"Rai, Aaron",150,8393,8260,-0.075
"Leishman, Marc",150,8691,3315,-0.579
"Kuchar, Matt",150,8929,6895,-0.293
"Merritt, Troy",150,8991,6400,-0.228
"Pan, C.T.",150,9632,6955,-0.22
"Simpson, Webb",150,9728,5522,-0.459
"Day, Jason",150,9900,8403,-0.348
"Smalley, Alex",150,10027,11883,-0.004
"Lipsky, David",150,10156,12243,-0.038
"McCarthy, Denny",150,10595,8642,-0.108
"Laird, Martin",150,10624,9547,-0.021
"Steele, Brendan",150,10799,11883,0.023
"Duncan, Tyler",150,11136,15734,0.132
"Hubbard, Mark",150,11427,8732,-0.164
"Glover, Lucas",150,11985,11883,-0.073
"Reed, Patrick",150,12284,6875,-0.467
"Griffin, Lanto",150,12639,11395,-0.042
"Lee, Kyounghoon",150,12680,16353,0.186
"Armour, Ryan",150,13189,10259,-0.15
"List, Luke",150,13233,10941,-0.108
"Davis, Cameron",150,14393,12609,-0.244
"Lahiri, Anirban",150,15052,11477,-0.279
"Sigg, Greyson",150,15109,13655,-0.103
"Moore, Taylor",150,15464,16681,0.063
"Jones, Matt",150,15586,10523,-0.261
"Lashley, Nate",150,15773,14122,-0.022
"Poston, J.T.",150,16029,17384,-0.07
"Hickok, Kramer",150,16094,19866,-0.016
"Thompson, Michael",150,17918,21971,0.001
"Hughes, Mackenzie",150,19800,16037,-0.12
"Stuard, Brian",150,19800,16681,-0.201
"Ramey, Chad",150,19900,26954,0.01
"Taylor, Nick",150,19900,16037,-0.119
"Redman, Doc",150,20102,23201,-0.027
"Grace, Branden",150,20413,14560,-0.364
"Seiffert, Chase",150,20519,16681,-0.111
"Fowler, Rickie",150,20519,13222,-0.295
"Schwab, Matthias",150,20733,13655,-0.279
"Huh, John",150,21522,24566,-0.004
"Wu, Brandon",150,21878,11648,-0.569
"Buckley, Hayden",150,21999,34844,0.073
"Putnam, Andrew",150,22372,17758,-0.205
"Higgs, Harry",150,22499,26112,0.008
"Frittelli, Dylan",150,23292,15441,-0.275
"Molinari, Francesco",150,25057,16368,-0.293
"Svensson, Adam",150,25874,19866,-0.16
"Garnett, Brice",150,26044,26112,-0.025
"Hahn, James",150,28069,29856,0.03
"Bramlett, Joseph",150,28677,29856,0.009
"Hossler, Beau",150,28886,21438,-0.307
"Sabbatini, Rory",150,29312,26954,0.005
"Reavie, Chez",150,29312,28818,-0.19
"Malnati, Peter",150,29975,26954,-0.017
"Taylor, Vaughn",150,29975,34844,-0.008
"Hodges, Lee",150,30203,30964,-0.007
"Lopez-Chacarra, Eugenio",150,31900,,0
"Ryder, Sam",150,32687,24020,-0.264
"Mullinax, Trey",150,32958,32323,-0.019
"Smotherman, Austin",150,34088,27209,-0.201
"Lebioda, Hank",150,34383,31499,-0.084
"Kohles, Ben",150,34683,36193,0.043
"Novak, Andrew",150,35298,29461,-0.165
"Whaley, Vincent",150,36597,34365,-0.061
"Wu, Dylan",150,37636,31499,-0.163
"Sloan, Roger",150,37995,38084,0.002
"Percy, Cameron",150,39116,36172,-0.075
"Johnson, Zach",150,40304,24192,-0.399
"Kodaira, Satoshi",150,40716,35650,-0.124
"Cink, Stewart",150,42005,31061,-0.26
"Norlander, Henrik",150,43378,42182,-0.028
"Lee, Danny",150,43378,36557,-0.157
"Aphibarnrat, Kiradech",150,43856,43787,-0.002
"Schenk, Adam",150,44344,43537,-0.018
"Piercy, Scott",150,45877,32638,-0.288
"Herman, Jim",150,45877,44463,-0.031
"Jaeger, Stephan",150,46412,16219,-0.649
"Bryan, Wesley",150,46412,47674,0.027
"Kitayama, Kurt",150,47519,23765,-0.499
"Haas, Bill",150,49900,45725,-0.084
"Gutschewski, Scott",150,51182,53805,0.051
"Bridgeman, Jacob",150,54695,,0
"Byrd, Jonathan",150,54695,,0
"Tarren, Callum",150,58724,50810,-0.135
"Barjon, Paul",150,60506,,0
"Hoag, Bo",150,60506,56145,-0.072
"Hoffman, Charley",150,63392,36196,-0.428
"Kang, Sung",150,64416,14952,-0.767
"McGreevy, Max",150,65474,,0
"Martin, Ben",150,66567,43537,-0.345
"McGirt, William",150,71329,,0
"Chappell, Kevin",150,79900,42060,-0.473
"Wolff, Matthew",150,85006,,0
"Cook, Austin",150,86857,,0
"Lower, Justin",150,86857,,0
"Uihlein, Peter",150,86857,40071,-0.538
"Skinns, David",150,95138,,0
"Matthews, Brandon",150,97461,,0
"Tway, Kevin",150,99900,,0
"Watney, Nick",150,99900,,0
"Blaum, Ryan",150,108008,53805,-0.501
"Villegas, Camilo",150,108008,,0
"Pettit, Turk",150,111011,,0
"Schwartzel, Charl",150,114186,36814,-0.677
"Donald, Luke",150,114186,,0
"Kraft, Kelly",150,117547,,0
"Werenski, Richy",150,124900,,0
"Wolfe, Jared",150,128932,,0
"Lingmerth, David",150,142757,,0
"Hagy, Brandon",150,148048,,0
"Gligic, Michael",150,153746,,0
"Reeves, Seth",150,166567,,0
"Thompson, Curtis",150,173813,,0
"Hoffmann, Morgan",150,190376,,0
"Wallace, Matt",150,Inf,,0
"Hadley, Chesson",150,Inf,,0
"Nimmer, Bryson",150,Inf,,0
"Drewitt, Brett",150,Inf,,0
"Trainer, Martin",150,Inf,,0
"Baddeley, Aaron",150,Inf,,0
"Van Der Walt, Dawie",150,Inf,,0
"Creel, Joshua",150,Inf,,0
"Xiong, Norman",150,Inf,,0
"Gainey, Tommy",150,Inf,,0
"Van Pelt, Bo",150,Inf,,0
"Thompson, Nicholas",150,Inf,,0
"Knous, Jim",150,Inf,,0
"Blixt, Jonas",150,Inf,,0
"Nesbitt, Drew",114,Inf,,0
"Wagner, Johnson",150,Inf,,0
"Gross, Larkin",2,,,0
"Odom, Greg",34,,,0
